weight,dr_bb,bb_pt,bb_m,jet1_csv,jet1_pt,jet1_eta,jet1_phi,jet2_csv,jet2_pt,jet2_eta,jet2_phi,isgs
0.01008036858747413,3.1681525707244873,146.34521484375,1571.750244140625,0.991572380065918,679.6366577148438,0.2591226398944855,0.8715398907661438,0.9620670080184937,638.2626342773438,-0.9507085680961609,-2.4835915565490723,1
0.010212878903509992,1.2372301816940308,568.6372680664062,351.3261413574219,0.9527889490127563,410.49761962890625,1.8560926914215088,-3.0628955364227295,0.9231597781181335,164.86000061035156,0.6661163568496704,-2.724229097366333,0
0.009711553542436151,0.9562191963195801,231.63613891601562,115.96099090576172,0.9968522191047668,84.47895050048828,-0.12923592329025269,1.4021332263946533,0.8886867165565491,150.05580139160156,-1.0274566411972046,1.7300885915756226,2
0.009979076822099415,0.6253355145454407,884.48388671875,240.7960662841797,0.9637618064880371,186.3073272705078,1.0134103298187256,-2.1067798137664795,0.8537724614143372,702.2675170898438,0.4343181848526001,-1.8707780838012695,0
0.010074298762625734,2.9405291080474854,277.3939514160156,1224.2593994140625,0.9122124910354614,710.1859130859375,0.44245025515556335,-2.4682021141052246,0.8963948488235474,478.25457763671875,-0.1523497849702835,0.4115416407585144,1
0.009696223233528617,2.432887315750122,490.8360595703125,373.417236328125,0.9613873958587646,518.0188598632812,0.9135511517524719,2.0255684852600098,0.9042302966117859,56.40690994262695,-0.27644476294517517,-0.09642360359430313,0
0.009766258795503092,2.3998451232910156,406.66949462890625,385.5001220703125,0.9973869323730469,69.96089935302734,0.4308975040912628,-1.487285852432251,0.9538306593894958,430.1728210449219,-0.9087123274803162,2.804743528366089,0
0.009817547840572724,0.7770326137542725,424.7459411621094,153.1475830078125,0.9963439106941223,102.08940887451172,-2.3064773082733154,1.622079610824585,0.9900681376457214,336.7900695800781,-1.8188879489898682,1.0170702934265137,0
0.009586641987906167,1.3459187746047974,705.5078125,225.3990936279297,0.9989107847213745,44.01036071777344,-0.2812025845050812,2.130650043487549,0.9186103343963623,694.01806640625,-0.43456244468688965,-2.815382242202759,1
0.009960487826518628,3.2123830318450928,172.93948364257812,539.3447875976562,0.9983450174331665,143.0791778564453,1.4662595987319946,-0.359826922416687,0.8706809878349304,305.4620056152344,-0.004286834970116615,3.0673301219940186,1
0.00946413948004211,1.334522008895874,693.9080810546875,204.37152099609375,0.9857695698738098,683.970458984375,0.7127975225448608,1.626906394958496,0.9381713271141052,34.00733184814453,1.0231170654296875,0.328965425491333,1
0.010428624079966546,1.4421149492263794,171.3803253173828,117.79988861083984,0.9981334805488586,39.322349548339844,0.75637286901474,3.1354868412017822,0.9632870554924011,135.2343292236328,-0.6108880639076233,-2.6891212463378906,0
0.009819453909241284,0.6701497435569763,674.4945068359375,157.19512939453125,0.9899460673332214,614.5185546875,-0.021716803312301636,-3.1109395027160645,0.9340996742248535,69.99457550048828,0.3301902115345001,2.601928234100342,1
0.010033125052121285,3.0565285682678223,424.1573486328125,592.1685791015625,0.9732078313827515,146.80406188964844,-0.9588211178779602,1.0570547580718994,0.8655673861503601,569.8106689453125,-1.3326082229614258,-1.976532220840454,1
